date,open,close,high,low,vol,pct_chg
2025-11-06,38.77,39.52,39.95,38.58,617775.76,1.99
2025-11-07,38.86,39.44,39.8,38.46,452743.19,-0.2
2025-11-10,39.87,39.82,40.52,39.18,526068.38,0.96
2025-11-11,40.23,38.85,40.51,38.68,477743.41,-2.44
2025-11-12,38.56,38.6,39.39,38.14,340189.4,-0.64
2025-11-13,38.93,40.04,40.44,38.47,642217.92,3.73
2025-11-14,39.13,38.72,39.67,38.38,392919.95,-3.3
2025-11-17,38.34,37.42,38.47,37.15,437922.33,-3.36
2025-11-18,36.9,36.56,37.17,36.21,368419.76,-2.3
2025-11-19,36.71,37.0,37.39,36.5,322371.16,1.2
2025-11-20,37.34,36.72,37.69,36.66,257199.6,-0.76
2025-11-21,35.71,35.29,35.99,35.12,359338.31,-3.89
2025-11-24,35.55,35.51,35.86,35.01,230120.14,0.62
2025-11-25,35.94,36.46,36.9,35.79,297288.24,2.68
2025-11-26,36.55,36.71,37.15,36.22,257091.34,0.69
2025-11-27,37.4,36.88,37.7,36.81,294549.03,0.46
2025-11-28,36.86,37.43,37.58,36.76,203019.16,1.49
2025-12-01,39.65,40.86,41.17,39.65,897514.69,9.16
2025-12-02,39.54,40.46,40.46,39.54,509686.12,-0.98
2025-12-03,40.1,40.47,41.18,39.76,478388.21,0.02
2025-12-04,42.0,41.11,42.75,41.06,679404.54,1.58
2025-12-05,41.0,43.32,43.9,41.0,794337.97,5.38
2025-12-08,43.33,44.74,44.93,42.32,815408.2,3.28
2025-12-09,43.95,42.03,43.95,41.88,718089.25,-6.06
2025-12-10,42.38,42.39,42.75,41.81,430775.54,0.86
2025-12-11,43.24,41.18,43.48,41.15,507626.27,-2.85
2025-12-12,42.2,41.66,42.4,41.3,441117.3,1.17
2025-12-15,40.35,41.16,42.18,40.35,385757.89,-1.2
2025-12-16,41.01,40.56,41.9,40.02,377135.46,-1.46
2025-12-17,40.71,41.37,41.72,40.38,389541.87,2.0
2025-12-18,41.08,41.01,42.13,40.7,326746.16,-0.87
2025-12-19,41.01,41.85,42.1,40.47,373231.4,2.05
2025-12-22,42.03,42.58,42.87,42.02,459277.63,1.74
2025-12-23,42.57,42.08,42.96,41.7,461031.37,-1.17
2025-12-24,42.9,43.1,43.38,42.26,454485.25,2.42
2025-12-25,42.3,43.92,44.55,41.61,596494.12,1.9
2025-12-26,44.54,48.31,48.31,44.54,1004235.02,10.0
2025-12-29,50.41,48.99,51.5,48.88,1360938.67,1.41
2025-12-30,46.85,50.25,51.3,46.42,930508.41,2.57
2025-12-31,50.25,54.92,55.28,50.24,1288452.06,9.29
2026-01-05,55.02,54.3,55.28,52.8,1017932.32,-1.13
2026-01-06,56.0,56.97,57.46,54.73,972183.69,4.92
2026-01-07,55.5,55.28,56.5,54.5,834089.11,-2.97
2026-01-08,54.0,55.03,56.5,53.8,668249.83,-0.45
2026-01-09,54.19,56.5,57.98,54.0,732108.42,2.67
2026-01-12,57.26,56.02,58.0,55.42,672340.46,-0.85
2026-01-13,55.66,57.21,58.76,55.4,711262.85,2.12
2026-01-14,57.6,59.8,62.26,57.6,971163.52,4.53
2026-01-15,59.09,62.0,64.41,58.13,940174.98,3.68
2026-01-16,62.01,64.11,66.66,61.2,1035346.77,3.4
2026-01-19,62.92,60.5,62.92,57.7,923184.35,-5.63
2026-01-20,61.64,60.9,62.3,58.8,705424.76,0.66
2026-01-21,60.6,62.19,62.19,59.31,643734.04,2.12
2026-01-22,61.06,60.3,61.55,59.8,514533.66,-3.04
2026-01-23,60.3,59.61,61.38,59.39,790025.42,-1.14
2026-01-26,60.87,62.82,64.1,60.85,1077304.25,5.39
2026-01-27,60.88,60.8,63.07,59.8,794617.12,-3.22
2026-01-28,60.86,64.32,65.6,59.4,1289701.68,5.79
2026-01-29,65.54,70.47,70.7,61.0,1691422.44,9.56
2026-01-30,65.3,63.42,67.51,63.42,907241.51,-10.0
2026-02-02,57.08,57.08,57.08,57.08,139349.0,-10.0
2026-02-03,55.0,59.05,59.75,54.46,1107380.2,3.45
2026-02-04,60.82,58.86,60.87,58.21,650502.64,-0.32
2026-02-05,56.8,55.86,58.13,54.36,712987.49,-5.1
2026-02-06,53.0,55.12,56.18,52.01,539320.46,-1.32
2026-02-09,56.19,55.46,56.48,55.05,405022.16,0.62
2026-02-10,55.59,55.6,57.05,55.2,367307.48,0.25
2026-02-11,55.45,56.47,56.98,55.42,388185.22,1.56
2026-02-12,56.3,56.59,57.53,56.25,383599.9,0.21
2026-02-13,55.26,55.03,56.25,55.0,373167.72,-2.76
