date,open,close,high,low,vol,pct_chg
2025-11-06,11.38,10.5,11.39,10.5,918401.17,-10.03
2025-11-07,10.69,10.85,11.02,10.52,713768.8,3.33
2025-11-10,10.63,10.87,11.1,10.45,674012.5,0.18
2025-11-11,10.83,10.89,11.0,10.71,445512.34,0.18
2025-11-12,10.87,10.8,11.27,10.66,380860.7,-0.83
2025-11-13,10.78,11.11,11.29,10.59,684009.42,2.87
2025-11-14,11.08,11.51,11.69,11.01,762310.73,3.6
2025-11-17,11.81,12.66,12.66,11.72,736167.3,9.99
2025-11-18,12.67,11.58,12.91,11.51,1003106.14,-8.53
2025-11-19,11.77,11.19,11.88,11.12,522445.39,-3.37
2025-11-20,11.16,11.0,11.34,10.88,401264.11,-1.7
2025-11-21,10.78,10.18,11.0,10.1,536198.21,-7.45
2025-11-24,10.36,10.09,10.37,9.9,353934.94,-0.88
2025-11-25,10.12,10.59,10.64,10.03,330614.8,4.96
2025-11-26,10.53,10.44,10.66,10.38,256661.39,-1.42
2025-11-27,10.42,10.19,10.48,10.15,205882.93,-2.39
2025-11-28,10.22,10.81,10.93,10.11,404257.76,6.08
2025-12-01,10.8,10.74,10.88,10.65,318045.1,-0.65
2025-12-02,10.66,10.94,11.1,10.6,536776.16,1.86
2025-12-03,10.86,11.06,11.32,10.76,580728.02,1.1
2025-12-04,11.03,10.91,11.42,10.91,535757.81,-1.36
2025-12-05,10.96,12.0,12.0,10.89,768495.69,9.99
2025-12-08,12.0,13.2,13.2,11.9,1085348.59,10.0
2025-12-09,14.0,14.52,14.52,13.8,667628.34,10.0
2025-12-10,15.96,15.97,15.97,15.09,1449942.97,9.99
2025-12-11,16.4,15.2,17.0,14.86,1559659.99,-4.82
2025-12-12,15.16,13.88,15.25,13.69,1310685.86,-8.68
2025-12-15,14.1,14.15,15.27,13.83,1474367.28,1.95
2025-12-16,14.17,13.0,14.18,12.95,979541.8,-8.13
2025-12-17,12.99,12.84,13.08,12.63,649986.14,-1.23
2025-12-18,12.89,12.65,13.05,12.53,624069.17,-1.48
2025-12-19,12.55,13.17,13.55,12.51,806508.3,4.11
2025-12-22,13.2,13.43,13.67,12.91,717297.42,1.97
2025-12-23,13.44,13.71,14.37,13.23,985533.91,2.08
2025-12-24,13.46,14.2,14.37,13.38,799259.75,3.57
2025-12-25,14.35,14.17,14.98,13.91,927541.92,-0.21
2025-12-26,13.92,14.36,14.44,13.73,802750.76,1.34
2025-12-29,14.27,14.62,15.11,13.73,843916.16,1.81
2025-12-30,14.8,13.86,14.8,13.8,744934.97,-5.2
2025-12-31,13.49,13.07,13.6,12.89,591340.66,-5.7
2026-01-05,12.92,12.79,13.18,12.68,451529.17,-2.14
2026-01-06,12.76,12.88,12.96,12.76,333213.33,0.7
2026-01-07,13.03,14.17,14.17,13.03,711009.08,10.02
2026-01-08,14.4,14.19,14.8,14.1,837263.61,0.14
2026-01-09,14.0,13.98,14.28,13.83,546833.21,-1.48
2026-01-12,13.98,14.15,14.36,13.88,547468.19,1.22
2026-01-13,14.15,13.93,14.85,13.82,749215.7,-1.55
2026-01-14,13.93,13.45,13.96,13.26,594581.47,-3.45
2026-01-15,13.31,12.91,13.43,12.82,383417.24,-4.01
2026-01-16,12.99,12.88,13.13,12.74,267611.99,-0.23
2026-01-19,12.98,13.6,13.88,12.92,510731.72,5.59
2026-01-20,13.47,12.92,13.47,12.82,377826.86,-5.0
2026-01-21,12.82,12.84,12.96,12.44,213839.65,-0.62
2026-01-22,12.84,13.03,13.05,12.84,190426.62,1.48
2026-01-23,13.06,13.34,13.46,12.97,288186.05,2.38
2026-01-26,13.34,12.94,13.35,12.88,261034.58,-3.0
2026-01-27,12.98,13.27,13.44,12.65,360181.43,2.55
2026-01-28,13.42,13.36,13.7,13.17,300772.73,0.68
2026-01-29,13.25,12.94,13.4,12.85,289102.09,-3.14
2026-01-30,12.83,12.65,13.02,12.48,235111.14,-2.24
2026-02-02,12.6,12.21,12.77,12.2,198344.58,-3.48
2026-02-03,12.3,12.48,12.51,12.24,157267.94,2.21
2026-02-04,12.46,12.55,12.74,12.35,145031.43,0.56
2026-02-05,12.78,13.16,13.48,12.78,588414.05,4.86
2026-02-06,12.87,12.52,12.89,12.27,432059.12,-4.86
2026-02-09,12.48,12.53,12.62,12.47,189343.03,0.08
2026-02-10,12.53,12.35,12.54,12.3,151761.13,-1.44
2026-02-11,12.35,12.29,12.4,12.25,109478.2,-0.49
2026-02-12,12.29,12.23,12.41,12.13,127499.01,-0.49
2026-02-13,12.2,12.22,12.36,12.19,83935.35,-0.08
