date,open,close,high,low,vol,pct_chg
2025-11-06,8.35,8.37,8.39,8.34,81581.09,0.0
2025-11-07,8.35,8.37,8.4,8.34,93922.82,0.0
2025-11-10,8.38,8.53,8.54,8.36,201964.57,1.91
2025-11-11,8.55,8.72,8.74,8.48,305007.12,2.23
2025-11-12,8.7,8.71,8.83,8.7,261336.38,-0.11
2025-11-13,8.73,8.8,8.82,8.65,187150.22,1.03
2025-11-14,8.76,8.75,8.87,8.72,140047.89,-0.57
2025-11-17,8.73,8.71,8.75,8.64,114565.4,-0.46
2025-11-18,8.68,8.65,8.74,8.59,108846.03,-0.69
2025-11-19,8.63,8.67,8.72,8.63,110966.0,0.23
2025-11-20,8.69,8.58,8.69,8.53,99623.0,-1.04
2025-11-21,8.56,8.28,8.6,8.28,177289.18,-3.5
2025-11-24,8.31,8.22,8.42,8.2,168895.28,-0.72
2025-11-25,8.23,8.19,8.24,8.16,150955.01,-0.36
2025-11-26,8.19,8.18,8.23,8.16,126564.5,-0.12
2025-11-27,8.2,8.16,8.21,8.15,101555.0,-0.24
2025-11-28,8.16,8.23,8.27,8.11,143163.99,0.86
2025-12-01,8.3,8.26,8.37,8.24,154560.36,0.36
2025-12-02,8.23,8.31,8.33,8.19,121202.0,0.61
2025-12-03,8.27,8.26,8.31,8.2,100491.0,-0.6
2025-12-04,8.23,8.17,8.26,8.16,91944.29,-1.09
2025-12-05,8.17,8.15,8.17,8.08,121860.0,-0.24
2025-12-08,8.16,8.11,8.18,8.1,122534.1,-0.49
2025-12-09,8.11,8.1,8.15,8.06,140503.98,-0.12
2025-12-10,8.07,8.1,8.11,8.04,106097.0,0.0
2025-12-11,8.09,8.04,8.1,8.02,97186.74,-0.74
2025-12-12,8.04,8.04,8.09,8.01,86227.14,0.0
2025-12-15,8.07,8.16,8.18,8.04,145049.02,1.49
2025-12-16,8.16,8.12,8.25,8.11,158087.55,-0.49
2025-12-17,8.12,8.18,8.24,8.05,132113.65,0.74
2025-12-18,8.14,8.21,8.23,8.12,101912.19,0.37
2025-12-19,8.19,8.32,8.34,8.16,194775.77,1.34
2025-12-22,8.33,8.29,8.37,8.27,139683.0,-0.36
2025-12-23,8.48,8.28,8.51,8.25,227335.53,-0.12
2025-12-24,8.22,8.21,8.24,8.14,153453.9,-0.85
2025-12-25,8.21,8.18,8.23,8.15,98810.45,-0.37
2025-12-26,8.18,8.17,8.2,8.14,93096.01,-0.12
2025-12-29,8.16,8.12,8.17,8.12,76037.43,-0.61
2025-12-30,8.1,8.11,8.13,8.09,79238.47,-0.12
2025-12-31,8.1,8.09,8.12,8.08,69954.75,-0.25
2026-01-05,8.1,8.13,8.14,8.08,81427.0,0.49
2026-01-06,8.13,8.18,8.18,8.12,109449.41,0.62
2026-01-07,8.18,8.15,8.18,8.14,88667.01,-0.37
2026-01-08,8.14,8.15,8.18,8.12,80641.99,0.0
2026-01-09,8.16,8.17,8.21,8.14,85382.22,0.25
2026-01-12,8.15,8.2,8.21,8.14,134724.71,0.37
2026-01-13,8.22,8.18,8.24,8.16,129617.85,-0.24
2026-01-14,8.18,8.15,8.22,8.13,158266.0,-0.37
2026-01-15,8.15,8.17,8.19,8.13,75141.84,0.25
2026-01-16,8.17,8.12,8.18,8.11,89197.39,-0.61
2026-01-19,8.13,8.16,8.18,8.11,83105.15,0.49
2026-01-20,8.15,8.2,8.21,8.14,139192.23,0.49
2026-01-21,8.07,8.02,8.12,8.0,250105.25,-2.2
2026-01-22,8.01,8.02,8.04,8.0,115131.0,0.0
2026-01-23,8.03,8.04,8.04,8.01,112431.0,0.25
2026-01-26,8.03,7.97,8.04,7.93,168478.83,-0.87
2026-01-27,7.97,7.9,7.97,7.87,116184.0,-0.88
2026-01-28,7.91,7.91,7.94,7.85,111864.01,0.13
2026-01-29,7.9,8.03,8.03,7.87,156998.65,1.52
2026-01-30,8.01,7.98,8.05,7.94,101904.82,-0.62
2026-02-02,7.95,7.9,8.02,7.89,101787.57,-1.0
2026-02-03,7.93,7.92,7.97,7.86,81427.37,0.25
2026-02-04,7.98,8.01,8.02,7.93,110670.29,1.14
2026-02-05,7.98,8.04,8.07,7.98,132255.98,0.37
2026-02-06,7.99,8.01,8.06,7.99,101985.92,-0.37
2026-02-09,8.03,8.03,8.04,8.0,78534.85,0.25
2026-02-10,8.03,8.01,8.04,7.98,70915.91,-0.25
2026-02-11,8.0,8.02,8.03,7.99,58955.11,0.12
2026-02-12,8.03,7.94,8.03,7.92,84228.1,-1.0
2026-02-13,7.94,7.88,7.99,7.88,72283.0,-0.76
