date,open,close,high,low,vol,pct_chg
2025-11-06,5.55,5.63,5.74,5.35,1578059.36,3.11
2025-11-07,5.5,5.48,5.85,5.45,1216219.27,-2.66
2025-11-10,5.48,5.49,5.72,5.37,1359311.84,0.18
2025-11-11,5.4,5.36,5.43,5.1,1241561.76,-2.37
2025-11-12,5.25,5.18,5.42,5.17,788862.9,-3.36
2025-11-13,5.18,5.32,5.34,5.15,880037.32,2.7
2025-11-14,5.27,5.47,5.58,5.27,1210993.04,2.82
2025-11-17,5.43,5.54,5.61,5.38,1182036.26,1.28
2025-11-18,5.47,5.08,5.48,5.0,1251151.55,-8.3
2025-11-19,4.99,4.77,5.04,4.71,883113.62,-6.1
2025-11-20,4.71,4.65,4.76,4.62,564646.6,-2.52
2025-11-21,4.6,4.42,4.63,4.4,605646.77,-4.95
2025-11-24,4.43,4.38,4.47,4.31,398725.62,-0.9
2025-11-25,4.39,4.47,4.48,4.39,356862.3,2.05
2025-11-26,4.45,4.43,4.5,4.41,298108.89,-0.89
2025-11-27,4.41,4.45,4.52,4.36,411509.0,0.45
2025-11-28,4.42,4.5,4.5,4.38,334767.36,1.12
2025-12-01,4.55,4.51,4.56,4.47,322997.06,0.22
2025-12-02,4.54,4.55,4.59,4.47,545944.59,0.89
2025-12-03,4.52,4.8,4.8,4.48,1144544.81,5.49
2025-12-04,4.74,4.52,4.74,4.5,764315.93,-5.83
2025-12-05,4.51,4.45,4.52,4.37,448080.55,-1.55
2025-12-08,4.39,4.45,4.46,4.32,545399.61,0.0
2025-12-09,4.46,4.37,4.47,4.35,348936.22,-1.8
2025-12-10,4.35,4.37,4.41,4.33,289629.24,0.0
2025-12-11,4.39,4.42,4.51,4.35,486141.56,1.14
2025-12-12,4.44,4.48,4.53,4.43,478157.28,1.36
2025-12-15,4.44,4.48,4.56,4.4,405662.58,0.0
2025-12-16,4.48,4.21,4.48,4.21,507782.24,-6.03
2025-12-17,4.24,4.2,4.24,4.1,291837.69,-0.24
2025-12-18,4.25,4.27,4.29,4.18,375267.87,1.67
2025-12-19,4.21,4.27,4.27,4.17,306460.68,0.0
2025-12-22,4.27,4.31,4.33,4.25,317903.73,0.94
2025-12-23,4.31,4.26,4.32,4.24,229656.21,-1.16
2025-12-24,4.26,4.27,4.28,4.21,229289.91,0.23
2025-12-25,4.25,4.25,4.27,4.22,235513.13,-0.47
2025-12-26,4.24,4.29,4.3,4.23,319721.35,0.94
2025-12-29,4.28,4.26,4.34,4.25,324436.77,-0.7
2025-12-30,4.25,4.21,4.26,4.18,254628.83,-1.17
2025-12-31,4.21,4.17,4.21,4.12,263107.0,-0.95
2026-01-05,4.23,4.2,4.23,4.17,272319.4,0.72
2026-01-06,4.22,4.33,4.34,4.22,498124.75,3.1
2026-01-07,4.36,4.68,4.75,4.29,1505827.11,8.08
2026-01-08,4.6,4.57,4.69,4.46,1060004.02,-2.35
2026-01-09,4.5,4.52,4.55,4.45,648450.09,-1.09
2026-01-12,4.54,4.57,4.59,4.49,690459.61,1.11
2026-01-13,4.59,4.44,4.6,4.41,588032.78,-2.84
2026-01-14,4.46,4.46,4.49,4.38,553956.53,0.45
2026-01-15,4.45,4.42,4.49,4.37,354053.14,-0.9
2026-01-16,4.47,4.49,4.52,4.38,493912.21,1.58
2026-01-19,4.57,4.51,4.57,4.44,503565.51,0.45
2026-01-20,4.51,4.69,4.77,4.47,1053507.37,3.99
2026-01-21,4.6,4.5,4.61,4.41,691243.0,-4.05
2026-01-22,4.48,4.61,4.67,4.46,735725.61,2.44
2026-01-23,4.58,4.57,4.61,4.52,517132.33,-0.87
2026-01-26,4.38,4.35,4.42,4.31,728232.39,-4.81
2026-01-27,4.35,4.25,4.41,4.2,453619.0,-2.3
2026-01-28,4.27,4.4,4.46,4.24,636653.48,3.53
2026-01-29,4.36,4.49,4.56,4.35,771175.17,2.05
2026-01-30,4.52,4.54,4.78,4.51,1147566.16,1.11
2026-02-02,4.48,4.29,4.53,4.22,744840.41,-5.51
2026-02-03,4.28,4.25,4.38,4.19,457565.0,-0.93
2026-02-04,4.22,4.58,4.6,4.22,1146750.61,7.76
2026-02-05,4.45,4.36,4.46,4.36,630163.4,-4.8
2026-02-06,4.3,4.32,4.38,4.24,418412.24,-0.92
2026-02-09,4.37,4.42,4.47,4.33,449106.8,2.31
2026-02-10,4.44,4.39,4.47,4.33,342455.8,-0.68
2026-02-11,4.36,4.41,4.45,4.31,359324.7,0.46
2026-02-12,4.38,4.36,4.5,4.33,313226.0,-1.13
2026-02-13,4.34,4.29,4.4,4.29,293188.24,-1.61
