date,open,close,high,low,vol,pct_chg
2025-11-06,10.3,10.38,10.41,10.2,76674.47,0.68
2025-11-07,10.34,10.37,10.44,10.27,59550.0,-0.1
2025-11-10,10.39,10.38,10.4,10.32,47166.06,0.1
2025-11-11,10.43,10.36,10.43,10.35,37285.96,-0.19
2025-11-12,10.38,10.31,10.43,10.31,42950.99,-0.48
2025-11-13,10.35,10.16,10.35,10.09,69761.0,-1.45
2025-11-14,10.16,10.1,10.2,10.09,38971.01,-0.59
2025-11-17,10.12,10.07,10.12,9.99,41380.11,-0.3
2025-11-18,10.08,10.02,10.1,9.99,34650.1,-0.5
2025-11-19,10.03,10.02,10.06,9.97,32642.0,0.0
2025-11-20,10.04,10.1,10.11,10.0,32122.53,0.8
2025-11-21,10.08,9.95,10.1,9.95,44289.0,-1.49
2025-11-24,9.96,10.12,10.18,9.96,53376.93,1.71
2025-11-25,10.12,10.05,10.15,10.02,35850.0,-0.69
2025-11-26,10.02,10.0,10.12,9.99,29913.01,-0.5
2025-11-27,9.99,9.98,10.03,9.97,24773.0,-0.2
2025-11-28,10.0,9.86,10.0,9.8,59279.0,-1.2
2025-12-01,9.81,9.64,9.86,9.6,107163.51,-2.23
2025-12-02,9.63,9.57,9.64,9.5,69427.01,-0.73
2025-12-03,9.56,9.6,9.61,9.52,60982.07,0.31
2025-12-04,9.58,9.42,9.61,9.41,70859.6,-1.87
2025-12-05,9.43,9.4,9.45,9.36,45495.83,-0.21
2025-12-08,9.41,9.3,9.42,9.28,80832.45,-1.06
2025-12-09,9.31,9.15,9.31,9.13,83724.81,-1.61
2025-12-10,9.14,9.1,9.16,9.07,95531.0,-0.55
2025-12-11,9.1,8.89,9.1,8.83,179878.35,-2.31
2025-12-12,8.9,8.88,8.9,8.71,280327.85,-0.11
2025-12-15,8.82,8.8,8.87,8.68,189644.12,-0.9
2025-12-16,8.76,8.96,9.01,8.73,192643.78,1.82
2025-12-17,8.92,8.88,8.92,8.8,88640.7,-0.89
2025-12-18,8.85,8.88,8.92,8.81,68066.75,0.0
2025-12-19,8.87,8.88,8.92,8.84,65663.04,0.0
2025-12-22,8.95,8.89,8.95,8.85,65742.0,0.11
2025-12-23,8.91,8.92,8.98,8.88,65839.53,0.34
2025-12-24,8.93,8.92,8.98,8.89,43600.0,0.0
2025-12-25,8.93,8.92,8.97,8.87,50397.0,0.0
2025-12-26,8.91,8.92,8.93,8.88,41419.0,0.0
2025-12-29,8.92,8.88,8.99,8.87,62264.0,-0.45
2025-12-30,8.88,8.77,8.89,8.74,69068.88,-1.24
2025-12-31,8.79,8.8,8.99,8.79,121917.58,0.34
2026-01-05,8.86,8.83,8.87,8.8,70590.8,0.34
2026-01-06,8.86,8.87,8.88,8.83,59611.45,0.45
2026-01-07,8.87,8.83,8.88,8.81,61617.0,-0.45
2026-01-08,8.81,8.81,8.83,8.77,49846.0,-0.23
2026-01-09,8.81,8.79,8.81,8.78,47903.5,-0.23
2026-01-12,8.79,8.88,8.88,8.78,72852.1,1.02
2026-01-13,8.88,8.85,8.91,8.83,71781.0,-0.34
2026-01-14,8.84,8.8,8.87,8.78,77893.0,-0.56
2026-01-15,8.78,8.77,8.82,8.77,40710.0,-0.34
2026-01-16,8.8,8.7,8.8,8.7,64806.0,-0.8
2026-01-19,8.7,8.77,8.77,8.67,39158.5,0.8
2026-01-20,8.79,8.95,8.95,8.76,117712.76,2.05
2026-01-21,8.96,8.93,8.96,8.87,65872.44,-0.22
2026-01-22,8.94,9.0,9.0,8.92,65522.48,0.78
2026-01-23,9.03,8.96,9.05,8.94,55070.0,-0.44
2026-01-26,8.97,9.01,9.02,8.9,61046.0,0.56
2026-01-27,9.01,8.95,9.02,8.92,54582.62,-0.67
2026-01-28,8.93,9.06,9.15,8.92,87725.47,1.23
2026-01-29,9.09,9.15,9.15,9.05,73928.29,0.99
2026-01-30,9.13,9.07,9.18,9.02,74507.0,-0.87
2026-02-02,9.06,8.98,9.11,8.95,82263.5,-0.99
2026-02-03,9.01,8.94,9.07,8.88,68509.45,-0.45
2026-02-04,8.96,9.12,9.14,8.95,101101.51,2.01
2026-02-05,9.1,9.16,9.19,9.08,71048.6,0.44
2026-02-06,9.16,9.11,9.16,9.07,50059.7,-0.55
2026-02-09,9.12,9.16,9.17,9.11,44878.3,0.55
2026-02-10,9.17,9.17,9.23,9.13,57100.0,0.11
2026-02-11,9.17,9.23,9.25,9.16,47467.21,0.65
2026-02-12,9.24,9.09,9.24,9.07,62260.51,-1.52
2026-02-13,9.08,9.0,9.1,8.98,48082.0,-0.99
