date,open,close,high,low,vol,pct_chg
2025-11-06,10.62,10.52,10.65,10.43,288194.68,-0.57
2025-11-07,10.48,10.45,10.78,10.35,422294.61,-0.67
2025-11-10,10.42,10.48,10.54,10.41,255033.44,0.29
2025-11-11,10.47,10.38,10.56,10.38,293156.0,-0.95
2025-11-12,10.32,10.15,10.37,10.1,314952.71,-2.22
2025-11-13,10.12,10.46,10.47,10.07,446937.88,3.05
2025-11-14,10.3,10.41,10.67,10.27,548524.99,-0.48
2025-11-17,10.34,10.64,10.69,10.27,572624.77,2.21
2025-11-18,10.56,10.75,10.83,10.51,639616.97,1.03
2025-11-19,10.7,10.45,10.74,10.39,441747.35,-2.79
2025-11-20,10.57,10.69,10.9,10.48,648995.68,2.3
2025-11-21,10.52,11.03,11.28,10.49,1409639.29,3.18
2025-11-24,11.2,11.39,11.47,10.83,1562070.2,3.26
2025-11-25,11.42,11.28,11.6,11.25,1522518.66,-0.97
2025-11-26,11.23,11.21,11.65,11.11,1285772.57,-0.62
2025-11-27,11.02,10.82,11.07,10.81,878738.36,-3.48
2025-11-28,10.77,10.82,10.86,10.56,560122.54,0.0
2025-12-01,10.75,11.11,11.35,10.65,865892.75,2.68
2025-12-02,11.0,10.84,11.03,10.8,501075.08,-2.43
2025-12-03,10.83,10.42,10.86,10.41,534548.58,-3.87
2025-12-04,10.47,11.03,11.12,10.41,1050314.65,5.85
2025-12-05,11.0,10.61,11.0,10.47,843832.42,-3.81
2025-12-08,10.52,10.65,10.8,10.51,562333.53,0.38
2025-12-09,10.57,10.42,10.64,10.41,453581.31,-2.16
2025-12-10,10.38,10.35,10.45,10.18,345548.22,-0.67
2025-12-11,10.33,10.12,10.35,10.1,338724.19,-2.22
2025-12-12,10.12,10.13,10.24,10.12,228163.22,0.1
2025-12-15,10.13,9.91,10.13,9.9,332937.73,-2.17
2025-12-16,9.88,9.53,9.89,9.52,410523.0,-3.83
2025-12-17,9.53,9.62,9.64,9.45,281383.46,0.94
2025-12-18,9.55,9.56,9.67,9.52,197407.41,-0.62
2025-12-19,9.6,9.7,9.78,9.57,244473.23,1.46
2025-12-22,9.7,9.73,9.8,9.66,218123.09,0.31
2025-12-23,9.75,9.64,9.78,9.58,219309.69,-0.92
2025-12-24,9.6,9.66,9.69,9.59,182060.0,0.21
2025-12-25,9.66,9.75,9.77,9.62,240266.24,0.93
2025-12-26,9.75,9.87,9.98,9.66,380558.16,1.23
2025-12-29,9.8,9.82,9.93,9.77,236408.29,-0.51
2025-12-30,9.79,9.79,9.88,9.75,189023.01,-0.31
2025-12-31,9.79,9.91,9.95,9.76,300662.12,1.23
2026-01-05,9.94,10.33,10.36,9.94,699773.67,4.24
2026-01-06,10.31,10.31,10.32,10.15,559416.06,-0.19
2026-01-07,10.3,10.26,10.46,10.18,520247.79,-0.48
2026-01-08,10.27,10.36,10.55,10.27,568436.2,0.97
2026-01-09,10.36,10.61,10.64,10.33,730230.5,2.41
2026-01-12,10.87,11.21,11.3,10.75,1279916.02,5.66
2026-01-13,11.6,11.06,11.69,11.01,1628258.97,-1.34
2026-01-14,11.01,11.63,11.88,11.0,2057781.37,5.15
2026-01-15,11.74,11.51,11.99,11.39,1763826.85,-1.03
2026-01-16,11.31,10.96,11.52,10.86,1295707.12,-4.78
2026-01-19,10.8,10.79,10.98,10.6,767130.09,-1.55
2026-01-20,10.86,10.57,10.92,10.46,597880.07,-2.04
2026-01-21,10.5,10.62,10.87,10.41,569078.72,0.47
2026-01-22,10.68,10.87,10.9,10.58,583677.96,2.35
2026-01-23,10.95,10.95,11.02,10.84,549595.86,0.74
2026-01-26,10.76,10.64,10.87,10.4,890673.32,-2.83
2026-01-27,10.62,10.8,10.88,10.41,742122.52,1.5
2026-01-28,10.8,10.84,11.15,10.79,811962.24,0.37
2026-01-29,10.73,10.79,11.13,10.48,795301.72,-0.46
2026-01-30,10.83,10.65,11.05,10.63,585857.24,-1.3
2026-02-02,10.68,10.36,10.76,10.29,515711.93,-2.72
2026-02-03,10.48,10.82,10.83,10.45,616369.11,4.44
2026-02-04,10.7,10.4,10.75,10.25,734291.0,-3.88
2026-02-05,10.25,10.17,10.3,10.13,401132.84,-2.21
2026-02-06,10.08,10.22,10.48,9.93,448891.28,0.49
2026-02-09,10.44,10.49,10.55,10.35,430561.94,2.64
2026-02-10,10.55,10.82,10.95,10.51,709931.15,3.15
2026-02-11,10.75,10.81,10.98,10.71,455973.7,-0.09
2026-02-12,11.0,11.03,11.11,10.81,642369.44,2.04
2026-02-13,10.87,10.89,11.22,10.86,534204.4,-1.27
