date,open,close,high,low,vol,pct_chg
2025-11-06,4.76,4.71,4.77,4.7,119799.03,-0.84
2025-11-07,4.7,4.74,4.77,4.7,121120.3,0.64
2025-11-10,4.74,4.79,4.8,4.71,140714.13,1.05
2025-11-11,4.78,4.82,4.84,4.76,139041.15,0.63
2025-11-12,4.82,4.82,4.85,4.79,149211.3,0.0
2025-11-13,4.83,4.85,4.87,4.79,144372.47,0.62
2025-11-14,4.84,4.88,4.9,4.83,166603.2,0.62
2025-11-17,4.87,4.91,4.93,4.82,177509.3,0.61
2025-11-18,4.91,4.87,4.93,4.8,192114.53,-0.81
2025-11-19,4.88,4.83,4.91,4.78,188936.0,-0.82
2025-11-20,4.83,4.79,4.87,4.74,188408.97,-0.83
2025-11-21,4.77,4.54,4.81,4.53,234476.88,-5.22
2025-11-24,4.6,4.66,4.69,4.58,177422.26,2.64
2025-11-25,4.68,4.72,4.76,4.66,123715.96,1.29
2025-11-26,4.73,4.7,4.82,4.69,145105.19,-0.42
2025-11-27,4.7,4.77,4.86,4.67,255354.08,1.49
2025-11-28,4.74,4.84,4.84,4.67,233641.0,1.47
2025-12-01,4.83,4.8,4.88,4.79,166899.78,-0.83
2025-12-02,4.78,5.28,5.28,4.78,856274.3,10.0
2025-12-03,5.41,5.38,5.71,5.29,2257282.51,1.89
2025-12-04,5.29,5.14,5.34,5.13,1168575.85,-4.46
2025-12-05,5.13,5.2,5.31,5.05,833497.82,1.17
2025-12-08,5.29,5.18,5.34,5.15,732608.38,-0.38
2025-12-09,5.22,5.2,5.39,5.18,579828.76,0.39
2025-12-10,5.14,5.09,5.23,5.07,502866.63,-2.12
2025-12-11,5.14,4.84,5.16,4.84,546546.65,-4.91
2025-12-12,4.84,4.89,5.05,4.77,446049.16,1.03
2025-12-15,4.85,4.99,5.17,4.85,423430.98,2.04
2025-12-16,4.92,4.94,5.05,4.88,393521.5,-1.0
2025-12-17,4.94,4.89,4.95,4.78,376143.0,-1.01
2025-12-18,4.89,4.92,4.99,4.87,320120.98,0.61
2025-12-19,5.02,5.11,5.11,4.94,582497.25,3.86
2025-12-22,5.06,5.07,5.1,5.04,359983.32,-0.78
2025-12-23,5.07,4.93,5.07,4.91,336238.3,-2.76
2025-12-24,4.95,4.99,5.01,4.91,246877.28,1.22
2025-12-25,4.98,5.13,5.19,4.92,579627.4,2.81
2025-12-26,5.13,5.04,5.15,5.0,386657.5,-1.75
2025-12-29,5.0,4.89,5.01,4.85,359085.88,-2.98
2025-12-30,4.88,4.77,4.88,4.74,327845.77,-2.45
2025-12-31,4.79,4.78,4.87,4.74,229483.5,0.21
2026-01-05,4.77,4.73,4.78,4.71,310531.41,-1.05
2026-01-06,4.74,4.81,4.82,4.72,281266.79,1.69
2026-01-07,4.8,4.71,4.8,4.68,371910.68,-2.08
2026-01-08,4.69,4.73,4.76,4.66,236217.12,0.42
2026-01-09,4.74,4.77,4.78,4.72,235079.22,0.85
2026-01-12,4.79,4.82,4.85,4.76,322541.34,1.05
2026-01-13,4.82,4.79,4.86,4.75,301817.27,-0.62
2026-01-14,4.78,4.76,4.85,4.72,365954.5,-0.63
2026-01-15,4.73,4.69,4.8,4.67,285838.56,-1.47
2026-01-16,4.7,4.7,4.73,4.63,208125.96,0.21
2026-01-19,4.69,4.75,4.75,4.66,190991.96,1.06
2026-01-20,4.75,4.76,4.76,4.71,189631.61,0.21
2026-01-21,4.75,4.73,4.76,4.69,158795.13,-0.63
2026-01-22,4.74,4.82,4.83,4.71,253540.12,1.9
2026-01-23,4.81,4.85,4.85,4.78,225012.82,0.62
2026-01-26,4.84,4.78,4.84,4.75,199925.59,-1.44
2026-01-27,4.77,4.7,4.78,4.63,201887.31,-1.67
2026-01-28,4.68,4.65,4.72,4.64,191651.61,-1.06
2026-01-29,4.61,4.65,4.67,4.57,192688.44,0.0
2026-01-30,4.63,4.55,4.68,4.44,435630.84,-2.15
2026-02-02,4.42,4.39,4.49,4.36,274166.56,-3.52
2026-02-03,4.44,4.42,4.46,4.38,139264.18,0.68
2026-02-04,4.42,4.48,4.49,4.39,158577.43,1.36
2026-02-05,4.46,4.45,4.51,4.44,143153.61,-0.67
2026-02-06,4.45,4.45,4.49,4.43,145513.36,0.0
2026-02-09,4.48,4.49,4.5,4.45,130359.36,0.9
2026-02-10,4.49,4.5,4.53,4.47,142777.06,0.22
2026-02-11,4.5,4.48,4.5,4.46,93305.82,-0.44
2026-02-12,4.49,4.38,4.49,4.38,154317.98,-2.23
2026-02-13,4.39,4.36,4.52,4.36,155277.5,-0.46
