date,open,close,high,low,vol,pct_chg
2025-11-06,6.85,6.8,6.85,6.79,108509.0,-0.73
2025-11-07,6.81,6.84,6.86,6.79,130882.15,0.59
2025-11-10,6.85,6.87,6.88,6.81,143198.41,0.44
2025-11-11,6.88,6.95,6.99,6.84,263931.98,1.16
2025-11-12,6.95,6.93,6.98,6.91,162797.73,-0.29
2025-11-13,6.93,6.94,6.96,6.89,141375.01,0.14
2025-11-14,6.94,6.94,7.0,6.92,148523.0,0.0
2025-11-17,6.99,7.04,7.09,6.98,306442.02,1.44
2025-11-18,7.0,6.99,7.06,6.93,189786.31,-0.71
2025-11-19,7.0,7.08,7.22,6.91,363788.78,1.29
2025-11-20,7.08,7.01,7.09,6.93,291259.37,-0.99
2025-11-21,6.95,7.09,7.34,6.95,821043.57,1.14
2025-11-24,7.0,7.23,7.34,7.0,676990.59,1.97
2025-11-25,7.15,7.14,7.2,7.02,517156.73,-1.24
2025-11-26,7.14,6.94,7.15,6.91,437862.0,-2.8
2025-11-27,6.93,6.79,6.93,6.77,329876.0,-2.16
2025-11-28,6.77,6.86,6.86,6.71,240449.91,1.03
2025-12-01,6.8,6.9,6.98,6.79,236397.0,0.58
2025-12-02,6.88,7.2,7.33,6.81,659029.32,4.35
2025-12-03,7.2,7.12,7.24,7.09,351698.5,-1.11
2025-12-04,7.1,6.98,7.18,6.96,250791.47,-1.97
2025-12-05,6.95,7.11,7.11,6.93,227985.99,1.86
2025-12-08,7.1,7.13,7.19,7.08,218002.0,0.28
2025-12-09,7.1,7.15,7.2,7.0,250713.06,0.28
2025-12-10,7.17,7.18,7.23,7.11,268177.0,0.42
2025-12-11,7.15,7.01,7.18,6.96,257389.73,-2.37
2025-12-12,6.96,6.85,7.01,6.83,257690.01,-2.28
2025-12-15,6.85,6.97,7.02,6.81,224975.04,1.75
2025-12-16,6.98,6.96,7.1,6.92,203905.98,-0.14
2025-12-17,6.91,6.69,6.98,6.56,420072.0,-3.88
2025-12-18,6.65,6.7,6.76,6.62,144632.0,0.15
2025-12-19,6.66,6.95,6.96,6.66,329976.09,3.73
2025-12-22,6.93,7.02,7.06,6.92,242444.35,1.01
2025-12-23,7.02,6.83,7.05,6.81,252913.35,-2.71
2025-12-24,6.83,6.86,6.87,6.76,163200.01,0.44
2025-12-25,6.84,6.81,6.85,6.78,122930.01,-0.73
2025-12-26,6.81,6.92,6.95,6.79,189863.22,1.62
2025-12-29,6.89,6.82,6.92,6.8,160883.72,-1.45
2025-12-30,6.8,6.73,6.83,6.71,217523.25,-1.32
2025-12-31,6.75,6.72,6.8,6.65,214025.59,-0.15
2026-01-05,6.71,6.72,6.73,6.68,180539.36,0.0
2026-01-06,6.72,6.76,6.77,6.7,229961.03,0.6
2026-01-07,6.74,6.74,6.78,6.69,210172.02,-0.3
2026-01-08,6.72,6.77,6.77,6.7,148133.02,0.45
2026-01-09,6.75,6.78,6.8,6.75,206605.58,0.15
2026-01-12,6.77,6.81,6.81,6.74,217347.92,0.44
2026-01-13,6.82,6.74,6.83,6.71,250086.11,-1.03
2026-01-14,6.74,6.77,6.78,6.71,254331.32,0.45
2026-01-15,6.76,6.75,6.8,6.73,145461.05,-0.3
2026-01-16,6.78,6.72,6.78,6.7,166123.7,-0.44
2026-01-19,6.7,6.79,6.79,6.69,199094.72,1.04
2026-01-20,6.77,6.79,6.8,6.75,132514.59,0.0
2026-01-21,6.79,6.81,6.81,6.75,173738.72,0.29
2026-01-22,6.81,6.9,6.92,6.79,256161.16,1.32
2026-01-23,6.86,6.91,6.91,6.84,172883.58,0.14
2026-01-26,6.9,7.01,7.05,6.87,342057.64,1.45
2026-01-27,6.99,6.9,6.99,6.8,278698.0,-1.57
2026-01-28,6.9,7.09,7.15,6.87,547497.61,2.75
2026-01-29,7.1,7.16,7.32,7.04,585865.02,0.99
2026-01-30,7.12,7.28,7.51,7.08,889934.07,1.68
2026-02-02,7.14,6.98,7.17,6.98,530435.56,-4.12
2026-02-03,6.99,6.97,7.03,6.9,302996.0,-0.14
2026-02-04,7.05,6.98,7.08,6.86,326959.01,0.14
2026-02-05,6.75,6.67,6.84,6.66,481114.05,-4.44
2026-02-06,6.66,6.68,6.71,6.64,231799.0,0.15
2026-02-09,6.69,6.7,6.73,6.67,185275.02,0.3
2026-02-10,6.69,6.68,6.7,6.64,153623.0,-0.3
2026-02-11,6.68,6.67,6.69,6.66,91994.0,-0.15
2026-02-12,6.68,6.61,6.69,6.61,168234.63,-0.9
2026-02-13,6.61,6.63,6.65,6.6,96333.59,0.3
