date,open,close,high,low,vol,pct_chg
2025-11-06,6.5,6.55,6.61,6.44,501853.54,0.15
2025-11-07,6.55,6.52,6.55,6.46,308847.31,-0.46
2025-11-10,6.5,6.39,6.52,6.37,374209.94,-1.99
2025-11-11,6.4,6.48,6.57,6.35,346802.0,1.41
2025-11-12,6.46,6.38,6.58,6.34,352396.38,-1.54
2025-11-13,6.38,6.42,6.51,6.36,250312.61,0.63
2025-11-14,6.44,6.55,6.64,6.41,525667.91,2.02
2025-11-17,6.6,7.21,7.21,6.56,610168.61,10.08
2025-11-18,7.14,6.77,7.14,6.6,1498916.6,-6.1
2025-11-19,6.61,6.22,6.71,6.21,992820.21,-8.12
2025-11-20,6.34,6.09,6.36,6.05,626558.16,-2.09
2025-11-21,6.0,5.86,6.1,5.85,534218.98,-3.78
2025-11-24,5.91,5.97,6.0,5.82,400190.0,1.88
2025-11-25,5.95,6.03,6.06,5.95,327681.33,1.01
2025-11-26,6.02,5.93,6.05,5.91,316589.14,-1.66
2025-11-27,5.91,5.88,5.95,5.87,237814.15,-0.84
2025-11-28,5.88,5.95,5.95,5.83,197815.0,1.19
2025-12-01,5.96,5.97,6.01,5.92,244196.51,0.34
2025-12-02,5.97,5.87,5.98,5.86,241061.05,-1.68
2025-12-03,5.86,5.7,5.86,5.68,371236.96,-2.9
2025-12-04,5.71,5.75,5.83,5.61,320953.2,0.88
2025-12-05,5.7,5.71,5.76,5.63,236027.57,-0.7
2025-12-08,5.7,5.71,5.75,5.68,252183.94,0.0
2025-12-09,5.72,5.7,5.74,5.67,183482.11,-0.18
2025-12-10,5.7,5.72,5.72,5.61,198738.0,0.35
2025-12-11,5.75,5.56,5.76,5.56,260355.0,-2.8
2025-12-12,5.56,5.44,5.58,5.4,289789.71,-2.16
2025-12-15,5.43,5.49,5.5,5.33,217696.95,0.92
2025-12-16,5.5,5.32,5.51,5.28,244991.0,-3.1
2025-12-17,5.29,5.34,5.36,5.23,215986.0,0.38
2025-12-18,5.34,5.37,5.46,5.29,190894.01,0.56
2025-12-19,5.38,5.47,5.51,5.35,189868.01,1.86
2025-12-22,5.45,5.48,5.54,5.44,171351.51,0.18
2025-12-23,5.48,5.42,5.48,5.39,141536.25,-1.09
2025-12-24,5.45,5.46,5.48,5.41,153086.03,0.74
2025-12-25,5.46,5.47,5.48,5.41,148901.97,0.18
2025-12-26,5.49,5.49,5.59,5.44,215843.04,0.37
2025-12-29,5.51,5.46,5.51,5.44,142664.4,-0.55
2025-12-30,6.01,6.01,6.01,5.97,762816.35,10.07
2025-12-31,5.9,5.82,6.21,5.69,1483096.08,-3.16
2026-01-05,5.7,5.79,5.83,5.58,936131.03,-0.52
2026-01-06,5.73,5.84,5.89,5.72,730359.36,0.86
2026-01-07,5.84,5.76,5.89,5.72,495211.79,-1.37
2026-01-08,5.7,5.79,5.85,5.68,448862.79,0.52
2026-01-09,5.77,5.98,5.99,5.76,744404.27,3.28
2026-01-12,6.1,6.19,6.2,5.98,943276.01,3.51
2026-01-13,6.15,6.03,6.2,5.94,765164.74,-2.58
2026-01-14,5.96,6.17,6.3,5.96,863788.79,2.32
2026-01-15,6.17,5.97,6.21,5.93,582339.32,-3.24
2026-01-16,5.96,5.72,6.0,5.66,567487.06,-4.19
2026-01-19,5.68,5.61,5.72,5.6,362877.2,-1.92
2026-01-20,5.64,5.66,5.68,5.6,313861.0,0.89
2026-01-21,5.61,5.59,5.64,5.55,254980.24,-1.24
2026-01-22,5.6,5.62,5.63,5.56,201661.35,0.54
2026-01-23,5.66,5.73,5.73,5.62,335343.47,1.96
2026-01-26,5.66,5.55,5.66,5.51,392176.0,-3.14
2026-01-27,5.52,5.5,5.58,5.41,235106.46,-0.9
2026-01-28,5.53,5.48,5.54,5.46,163152.07,-0.36
2026-01-29,5.43,5.52,5.6,5.35,260791.03,0.73
2026-01-30,5.47,5.42,5.5,5.4,197374.43,-1.81
2026-02-02,5.38,5.36,5.46,5.35,145308.0,-1.11
2026-02-03,5.4,5.47,5.48,5.36,161845.8,2.05
2026-02-04,5.45,5.52,5.62,5.43,189627.39,0.91
2026-02-05,5.48,5.56,5.58,5.47,158775.85,0.72
2026-02-06,5.52,5.6,5.62,5.47,195033.83,0.72
2026-02-09,5.65,5.65,5.68,5.6,222368.26,0.89
2026-02-10,5.68,5.83,5.94,5.64,581994.85,3.19
2026-02-11,5.72,5.63,5.78,5.62,359425.03,-3.43
2026-02-12,5.61,5.65,5.72,5.57,265713.11,0.36
2026-02-13,5.59,5.52,5.68,5.52,198458.8,-2.3
