date,open,close,high,low,vol,pct_chg
2025-11-10,62.5,61.88,62.75,61.07,357105,-0.83
2025-11-11,62.23,60.15,62.49,60.06,384137,-2.8
2025-11-12,60.05,60.13,60.8,59.24,328540,-0.03
2025-11-13,60.12,60.85,60.99,59.7,320993,1.2
2025-11-14,60.01,59.25,60.21,59.25,289429,-2.63
2025-11-17,59.09,59.68,60.08,59.0,231543,0.73
2025-11-18,59.71,60.7,60.99,59.21,394313,1.71
2025-11-19,61.14,60.69,61.31,60.21,269629,-0.02
2025-11-20,61.55,60.79,61.9,60.4,261350,0.16
2025-11-21,59.39,57.63,59.98,57.63,404426,-5.2
2025-11-24,58.11,59.1,59.87,56.93,371748,2.55
2025-11-25,60.0,60.11,61.13,60.0,409759,1.71
2025-11-26,60.3,63.56,64.33,60.01,995399,5.74
2025-11-27,63.0,62.05,63.58,61.95,636624,-2.38
2025-11-28,61.85,61.59,62.01,60.8,356619,-0.74
2025-12-01,61.59,62.46,62.6,61.0,396306,1.41
2025-12-02,62.2,61.16,62.3,60.9,311418,-2.08
2025-12-03,61.0,60.36,61.47,60.17,217542,-1.31
2025-12-04,60.58,61.34,61.86,60.01,267974,1.62
2025-12-05,61.55,61.32,61.62,60.3,238502,-0.03
2025-12-08,61.48,62.69,64.3,61.38,542646,2.23
2025-12-09,66.0,64.38,67.0,64.18,1028460,2.7
2025-12-10,63.02,63.0,63.35,61.71,573526,-2.14
2025-12-11,62.86,61.15,62.86,61.15,392212,-2.94
2025-12-12,60.95,62.55,63.43,60.95,513077,2.29
2025-12-15,61.8,62.42,63.62,61.65,479867,-0.21
2025-12-16,62.11,60.55,62.75,60.06,369107,-3.0
2025-12-17,60.56,62.85,63.12,60.4,444290,3.8
2025-12-18,62.03,61.26,62.66,61.24,300574,-2.53
2025-12-19,61.67,61.62,62.95,61.5,311744,0.59
2025-12-22,62.19,64.39,65.22,62.19,841258,4.5
2025-12-23,64.4,65.0,65.7,64.3,483540,0.95
2025-12-24,65.13,66.5,67.05,64.61,590889,2.31
2025-12-25,66.48,66.33,67.35,65.78,445666,-0.26
2025-12-26,66.36,67.0,68.39,66.33,567672,1.01
2025-12-29,66.83,67.62,68.78,66.6,523292,0.93
2025-12-30,67.0,67.56,68.15,66.34,334389,-0.09
2025-12-31,67.8,66.6,67.89,66.49,306766,-1.42
2026-01-05,67.09,67.88,68.18,66.9,418572,1.92
2026-01-06,67.98,68.09,69.19,67.3,596764,0.31
2026-01-07,68.15,67.42,68.48,66.75,469708,-0.98
2026-01-08,67.45,67.12,69.3,66.79,657628,-0.44
2026-01-09,66.63,68.9,69.43,66.2,719679,2.65
2026-01-12,69.36,70.77,71.38,69.2,829485,2.71
2026-01-13,71.12,67.66,71.4,67.1,763134,-4.39
2026-01-14,68.23,69.55,71.6,68.15,934890,2.79
2026-01-15,69.81,68.13,69.82,67.55,536172,-2.04
2026-01-16,68.7,68.09,69.45,67.03,502620,-0.06
2026-01-19,67.49,65.8,67.53,65.36,680290,-3.36
2026-01-20,65.77,64.52,65.98,64.06,427832,-1.95
2026-01-21,64.06,65.82,66.84,64.0,495011,2.01
2026-01-22,66.75,65.09,67.46,64.71,466344,-1.11
2026-01-23,65.2,64.88,65.43,64.36,400047,-0.32
2026-01-26,65.09,65.84,68.06,65.09,719710,1.48
2026-01-27,65.01,63.85,65.02,62.01,655271,-3.02
2026-01-28,64.27,64.87,65.5,63.36,534800,1.6
2026-01-29,64.2,63.0,64.44,62.7,412959,-2.88
2026-01-30,62.7,62.9,63.85,61.62,330754,-0.16
2026-02-02,62.95,60.89,63.64,60.82,391636,-3.2
2026-02-03,61.5,61.12,61.62,60.1,355834,0.38
2026-02-04,60.5,59.9,60.5,59.1,379328,-2.0
2026-02-05,59.2,59.67,60.17,59.15,248524,-0.38
2026-02-06,59.06,59.39,60.23,58.5,310713,-0.47
2026-02-09,60.77,60.49,60.97,60.05,359794,1.85
2026-02-10,60.9,62.0,62.49,60.65,498821,2.5
2026-02-11,62.2,62.08,63.0,61.71,365623,0.13
2026-02-12,62.9,64.77,65.48,62.5,737689,4.33
2026-02-13,63.51,65.33,65.99,63.51,594952,0.86
